window_start,window_end,src_ip,dst_ip,src_port,dst_port,protocol,packet_count,avg_packet_size,std_packet_size,min_packet_size,max_packet_size,total_bytes,unique_destinations,unique_destination_ports,unique_source_ports,protocol_count,flow_duration,packets_per_second,syn_count,syn_ratio,rst_count,rst_ratio,ssh_packet_count,ssh_ratio,avg_interarrival_time,std_interarrival_time,max_packets_per_second,source_file,attack_type
2026-06-23T00:15:30+00:00,2026-06-23T00:15:30.010623932+00:00,142.251.156.119,172.16.46.135,443,38082,TCP,3,184.33333333333334,89.34701387785094,60,266,553,1,1,1,1,0.006243,3.0,0,0.0,0,0.0,0,0.0,0.0031219719999999998,0.002133012,3,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:39.125103950+00:00,150.171.28.10,172.16.46.135,443,58712,TCP,2,60.0,0.0,60,60,120,1,2,1,1,1.9841739999999999,1.0079761149979791,0,0.0,0,0.0,0,0.0,1.984174013,0.0,1,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.378454924+00:00,151.101.129.16,172.16.46.135,443,46648,TCP,666,7577.83033033033,13500.949723451908,60,64293,5046835,1,3,1,1,5.3236229999999995,125.1027730551168,3,0.0045045045045045045,0,0.0,0,0.0,0.008005449467669172,0.05990368073937218,227,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:31.967458010+00:00,151.101.193.91,172.16.46.135,443,37736,TCP,6,152.66666666666666,194.52820418186724,60,587,916,1,1,1,1,0.214257,6.0,0,0.0,0,0.0,0,0.0,0.0428515912,0.07870030452239705,6,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:36.740700960+00:00,151.101.66.132,172.16.46.135,443,34594,TCP,10,542.8,1313.6821381140871,60,4471,5428,1,1,1,1,0.2765,10.0,1,0.1,0,0.0,0,0.0,0.03072232666666667,0.0676122932800659,10,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:39.858040094+00:00,172.16.46.135,151.101.129.16,46648,443,TCP,1953,435.27752176139273,959.5148099688281,54,10274,850097,75,3,287,2,9.853001,198.21372189041693,65,0.033282130056323606,4,0.002048131080389145,0,0.0,0.0050476440148565565,0.019555466623623185,408,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:38.422943115+00:00,172.16.46.2,172.16.46.135,53,32791,UDP,166,175.63855421686748,65.37511377828851,70,444,29156,1,166,1,1,7.763179,21.38299271471133,0,0.0,0,0.0,0,0.0,0.04704957008484849,0.20962545900991086,94,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.064563990+00:00,172.64.146.152,172.16.46.135,443,35560,TCP,14,382.2857142857143,578.9872227274387,60,2067,5352,1,1,1,1,1.126244,12.430698853889565,1,0.07142857142857142,0,0.0,0,0.0,0.08663415915384615,0.23404272774014373,7,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:36.506134987+00:00,18.210.168.72,172.16.46.135,443,36648,TCP,11,499.90909090909093,1236.5586744558063,60,4400,5499,1,1,1,1,0.548919,11.0,1,0.09090909090909091,0,0.0,0,0.0,0.05489199159999999,0.09704802076927482,10,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:35.360414982+00:00,18.67.34.238,172.16.46.135,443,43908,TCP,11,714.9090909090909,1727.6518722634885,60,6119,7864,1,1,1,1,0.0975,11.0,1,0.09090909090909091,0,0.0,0,0.0,0.0097500086,0.01422172570224214,11,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.084033966+00:00,18.67.39.3,172.16.46.135,443,36614,TCP,25,689.8,1815.9432369983374,60,7313,17245,1,2,1,1,0.667243,25.0,2,0.08,0,0.0,0,0.0,0.02780179183333334,0.07236147253422741,23,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.460352898+00:00,192.82.242.213,172.16.46.135,443,40374,TCP,11,516.0909090909091,1277.944617845778,60,4535,5677,1,1,1,1,0.31134,11.0,1,0.09090909090909091,0,0.0,0,0.0,0.0311340809,0.05061433015248036,11,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.139796019+00:00,216.183.117.125,172.16.46.135,443,55678,TCP,10,549.7,1003.1509407860814,60,3455,5497,1,1,1,1,0.626121,10.0,1,0.1,0,0.0,0,0.0,0.06956900511111111,0.0433550339300942,8,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:38.676934004+00:00,216.19.192.2,172.16.46.135,443,47606,TCP,9,677.3333333333334,1139.3421103621354,60,3638,6096,1,2,1,1,2.719718,3.3091666121266985,1,0.1111111111111111,0,0.0,0,0.0,0.33996486662500003,0.7162439624503929,7,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:36.669071913+00:00,216.22.16.56,172.16.46.135,443,53404,TCP,23,448.0,905.3995034621817,60,3299,10304,1,2,1,1,0.717593,23.0,2,0.08695652173913043,0,0.0,0,0.0,0.032617904954545446,0.0754447903688666,17,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:32.821835041+00:00,23.222.17.167,172.16.46.135,443,39394,TCP,13,236.15384615384616,449.77684144539023,60,1676,3070,1,1,1,1,1.206988,10.770612466735377,0,0.0,0,0.0,0,0.0,0.10058234133333334,0.24882766523644098,7,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:30.642013073+00:00,23.222.17.174,172.16.46.135,443,38754,TCP,23,15415.04347826087,15992.656046851387,60,51943,354546,1,2,1,1,0.619199,23.0,0,0.0,0,0.0,0,0.0,0.028145454136363636,0.05721178552296911,23,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.095216036+00:00,23.60.178.143,172.16.46.135,443,45274,TCP,91,2833.6263736263736,3274.6035902976328,60,17386,257860,1,3,1,1,5.290599,17.20032079543356,3,0.03296703296703297,0,0.0,0,0.0,0.05878443453333334,0.28044011593224816,52,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:36.448477983+00:00,3.164.92.55,172.16.46.135,443,45654,TCP,13,563.2307692307693,1000.1927624864006,60,3768,7322,1,1,1,1,0.510158,13.0,1,0.07692307692307693,0,0.0,0,0.0,0.042513171833333335,0.09052858148582849,7,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:36.464200020+00:00,3.230.233.47,172.16.46.135,443,60734,TCP,11,499.72727272727275,1244.5113017426918,60,4426,5497,1,1,1,1,0.506984,11.0,1,0.09090909090909091,0,0.0,0,0.0,0.0506984949,0.08679678633332644,10,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:36.483999014+00:00,3.231.143.29,172.16.46.135,443,41580,TCP,16,682.125,1382.6450138683465,60,4419,10914,1,2,1,1,0.526783,16.0,2,0.125,0,0.0,0,0.0,0.03511892953333333,0.08247816982046029,14,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:38.677002907+00:00,3.233.158.111,172.16.46.135,443,35270,TCP,11,103.63636363636364,137.99029789825656,60,540,1140,1,3,1,1,8.446658,1.3022902075590135,0,0.0,0,0.0,0,0.0,0.8446658849999998,2.508520967958146,9,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.296000957+00:00,3.77.62.58,172.16.46.135,443,40784,TCP,14,425.57142857142856,941.0811194946947,60,3768,5958,1,1,1,1,0.736315,14.0,1,0.07142857142857142,0,0.0,0,0.0,0.05663961623076923,0.0614365231753712,10,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:39.701317072+00:00,34.107.221.82,172.16.46.135,80,38428,TCP,2,60.0,0.0,60,60,120,1,2,1,1,2.048232,0.976451886309754,0,0.0,0,0.0,0,0.0,2.048232079,0.0,1,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:39.771372080+00:00,34.120.237.76,172.16.46.135,443,33310,TCP,17,91.82352941176471,61.8054207541869,60,305,1561,1,1,1,1,9.53503,1.7828994769811946,0,0.0,0,0.0,0,0.0,0.5959393829375,2.062080980304318,11,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.061686993+00:00,34.226.181.224,172.16.46.135,443,43202,TCP,13,514.4615384615385,1142.9350621155245,60,4386,6688,1,1,1,1,1.109848,11.713315697284674,1,0.07692307692307693,0,0.0,0,0.0,0.09248733525000001,0.15513045515137144,8,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:36.593405008+00:00,34.3.80.252,172.16.46.135,443,34106,TCP,14,483.2142857142857,1323.0850949078622,60,5228,6765,1,1,1,1,1.3614,10.28353165858675,1,0.07142857142857142,0,0.0,0,0.0,0.10472308669230768,0.1065778353195354,10,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.087567091+00:00,34.49.109.248,172.16.46.135,443,60062,TCP,11,576.1818181818181,1275.9306634183692,60,4550,6338,1,1,1,1,1.149247,9.571484632981422,1,0.09090909090909091,0,0.0,0,0.0,0.11492471699999998,0.20735006340430448,5,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.061665058+00:00,34.98.64.218,172.16.46.135,443,58218,TCP,29,434.13793103448273,1056.4236259790644,60,4244,12590,1,2,1,1,0.60342,29.0,2,0.06896551724137931,0,0.0,0,0.0,0.021550714964285716,0.06066071967281868,24,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:36.786936045+00:00,35.174.149.202,172.16.46.135,443,55080,TCP,11,526.0,1256.3144510830082,60,4477,5786,1,1,1,1,0.309817,11.0,1,0.09090909090909091,0,0.0,0,0.0,0.030981707600000002,0.03905786123111392,11,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:36.459310055+00:00,35.190.90.30,172.16.46.135,443,40000,TCP,12,667.8333333333334,1658.8560733897991,60,6120,8014,1,1,1,1,0.517822,12.0,1,0.08333333333333333,0,0.0,0,0.0,0.04707472972727273,0.07705111147102664,8,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:35.925914049+00:00,35.207.33.25,172.16.46.135,443,60198,TCP,12,402.4166666666667,863.8513045593489,60,3203,4829,1,1,1,1,0.410432,12.0,1,0.08333333333333333,0,0.0,0,0.0,0.037312009090909086,0.06080008367402128,12,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.091845989+00:00,35.211.202.130,172.16.46.135,443,48228,TCP,15,371.26666666666665,778.0594207528255,60,3175,5569,1,1,1,1,1.124041,13.344708956345897,1,0.06666666666666667,0,0.0,0,0.0,0.08028864857142858,0.13699639703573702,11,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:36.815924883+00:00,35.241.62.124,172.16.46.135,443,49196,TCP,12,560.5,1278.6414339707073,60,4724,6726,1,1,1,1,0.351674,12.0,1,0.08333333333333333,0,0.0,0,0.0,0.031970435909090905,0.07012747470675927,12,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:30.815927029+00:00,35.71.131.137,172.16.46.135,443,45148,TCP,4,549.75,492.2805983379804,60,1110,2199,1,1,1,1,0.206129,4.0,0,0.0,0,0.0,0,0.0,0.06870969133333334,0.05841919423998471,4,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.085527897+00:00,44.208.117.202,172.16.46.135,443,57158,TCP,12,575.1666666666666,1168.0414399992646,60,4293,6902,1,1,1,1,0.611434,12.0,1,0.08333333333333333,0,0.0,0,0.0,0.05558499427272728,0.09202729191040972,10,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:39.858025074+00:00,44.215.132.93,172.16.46.135,443,42300,TCP,162,122.04320987654322,413.4084959850966,60,5127,19771,1,3,1,1,6.476155,25.01484291219095,3,0.018518518518518517,0,0.0,0,0.0,0.0402245714037267,0.3611412353279825,129,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.073721886+00:00,44.218.23.143,172.16.46.135,443,47554,TCP,14,504.35714285714283,956.1462535424512,60,3768,7061,1,1,1,1,1.116288,12.541566334135995,1,0.07142857142857142,0,0.0,0,0.0,0.085868377,0.1640485124747553,11,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:36.749982119+00:00,52.2.190.87,172.16.46.135,443,51228,TCP,12,460.1666666666667,866.7093739477433,60,3109,5522,1,1,1,1,0.272539,12.0,1,0.08333333333333333,0,0.0,0,0.0,0.024776285363636363,0.029724874979399744,12,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:39.277971983+00:00,52.207.9.2,172.16.46.135,443,51792,TCP,71,229.6338028169014,468.13716057464484,60,3768,16304,1,1,1,1,6.861706,10.347280982309647,1,0.014084507042253521,0,0.0,0,0.0,0.09802437168571428,0.41648939875270463,31,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:38.386890888+00:00,54.200.102.4,172.16.46.135,443,53220,TCP,12,828.0833333333334,1612.9262464194971,60,4430,9937,1,1,1,1,0.574425,12.0,1,0.08333333333333333,0,0.0,0,0.0,0.05222053963636364,0.08935173488189856,9,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.083991051+00:00,54.227.72.197,172.16.46.135,443,51190,TCP,13,459.46153846153845,1140.6958480469186,60,4390,5973,1,1,1,1,0.609823,13.0,1,0.07692307692307693,0,0.0,0,0.0,0.05081866183333334,0.08885958254094328,11,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.426229954+00:00,54.36.150.187,172.16.46.135,443,39736,TCP,16,444.0,1082.891557359277,60,4579,7104,1,1,1,1,2.19746,7.28113367251281,1,0.0625,0,0.0,0,0.0,0.14649739266666667,0.22471117886121358,11,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:36.948812008+00:00,64.31.35.78,172.16.46.135,443,49528,TCP,11,400.8181818181818,855.7081934846096,60,3074,4409,1,1,1,1,0.425023,11.0,1,0.09090909090909091,0,0.0,0,0.0,0.042502308,0.041493958327328696,11,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:35.212964058+00:00,66.218.84.44,172.16.46.135,443,58502,TCP,12,716.0,1453.3568614303463,60,5364,8592,1,1,1,1,0.087103,12.0,1,0.08333333333333333,0,0.0,0,0.0,0.007918466272727272,0.011255473313058232,12,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:30.403419971+00:00,68.67.160.132,172.16.46.135,443,56888,TCP,2,446.5,386.5,60,833,893,1,1,1,1,0.021381,2.0,0,0.0,0,0.0,0,0.0,0.021381855,0.0,2,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.312539101+00:00,68.67.179.113,172.16.46.135,443,39310,TCP,19,428.6842105263158,617.1747217110512,60,2564,8145,1,1,1,1,1.3607,13.96340119056368,1,0.05263157894736842,0,0.0,0,0.0,0.07559445172222222,0.1429238034427604,10,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:36.730139017+00:00,8.28.7.83,172.16.46.135,443,36280,TCP,11,531.0909090909091,1279.0346824884243,60,4535,5842,1,1,1,1,0.257152,11.0,1,0.09090909090909091,0,0.0,0,0.0,0.025715208,0.050652130184065045,11,normal_04.pcap,normal
2026-06-23T00:15:30+00:00,2026-06-23T00:15:37.631656885+00:00,98.82.156.107,172.16.46.135,443,33068,TCP,102,513.2745098039215,1160.1382875385998,60,8058,52354,1,6,1,1,3.025876,33.70924651241492,6,0.058823529411764705,0,0.0,0,0.0,0.029959178207920795,0.1550427646096119,86,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:49.430341959+00:00,150.171.28.10,172.16.46.135,443,58712,TCP,2,60.0,0.0,60,60,120,1,2,1,1,2.048537,0.9763065055695845,0,0.0,0,0.0,0,0.0,2.048537016,0.0,1,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:49.940778017+00:00,172.16.46.135,172.16.46.2,33310,443,UDP,236,757.6313559322034,861.3757593799086,54,7354,178801,49,3,99,3,9.599126,24.585571644751823,2,0.00847457627118644,1,0.00423728813559322,0,0.0,0.04084734510638298,0.10828367033072273,52,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:49.166472912+00:00,172.16.46.2,172.16.46.135,53,32807,UDP,32,132.28125,51.44489428930241,70,244,4233,1,32,1,1,8.38625,3.815769861380235,0,0.0,0,0.0,0,0.0,0.2705241941612903,0.6000088721218877,8,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:48.149086952+00:00,216.183.117.125,172.16.46.135,443,55678,TCP,1,60.0,0.0,60,60,60,1,1,1,1,0.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:48.918203115+00:00,216.19.192.2,172.16.46.135,443,40118,TCP,2,60.0,0.0,60,60,120,1,2,1,1,1.408368,1.420083387296502,0,0.0,0,0.0,0,0.0,1.40836811,0.0,1,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:46.685842037+00:00,216.22.16.56,172.16.46.135,443,53404,TCP,4,74.25,24.681724007856502,60,117,297,1,1,1,1,0.21686,4.0,0,0.0,0,0.0,0,0.0,0.07228668533333334,0.10146167191656978,4,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:47.757633924+00:00,23.60.178.143,172.16.46.135,443,45274,TCP,2,451.5,391.5,60,843,903,1,1,1,1,0.053941,2.0,0,0.0,0,0.0,0,0.0,0.053941011,0.0,2,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:47.509793997+00:00,3.231.143.29,172.16.46.135,443,41580,TCP,2,60.0,0.0,60,60,120,1,2,1,1,3.6e-05,2.0,0,0.0,0,0.0,0,0.0,3.6001e-05,0.0,2,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:48.918323040+00:00,3.233.158.111,172.16.46.135,443,35258,TCP,3,60.0,0.0,60,60,180,1,3,1,1,7.553261,0.39717944342185446,0,0.0,0,0.0,0,0.0,3.7766309975,3.7765690084999997,2,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:49.941095114+00:00,34.107.221.82,172.16.46.135,80,38428,TCP,2,60.0,0.0,60,60,120,1,2,1,1,2.046924,0.9770758464896595,0,0.0,0,0.0,0,0.0,2.046924114,0.0,1,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:48.135931969+00:00,34.120.237.76,172.16.46.135,443,33310,TCP,20,86.75,36.62086154093046,60,139,1735,1,1,1,1,7.337485,2.725729592632898,0,0.0,0,0.0,0,0.0,0.386183425,0.6945262239306572,5,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:47.301084042+00:00,44.208.117.202,172.16.46.135,443,57158,TCP,4,74.25,24.681724007856502,60,117,297,1,1,1,1,0.214451,4.0,0,0.0,0,0.0,0,0.0,0.07148369166666667,0.1005850022002253,4,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:44.689834118+00:00,44.215.132.93,172.16.46.135,443,42290,TCP,21,175.61904761904762,238.4031152302208,60,678,3688,1,2,1,1,0.182271,21.0,0,0.0,0,0.0,0,0.0,0.0091135502,0.016375056591870805,21,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:44.579526901+00:00,52.207.9.2,172.16.46.135,443,51792,TCP,8,147.625,93.12751674451542,60,261,1181,1,1,1,1,1.3601860000000001,5.881548552918497,0,0.0,0,0.0,0,0.0,0.1943124021428571,0.434221988610753,6,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:44.559823036+00:00,64.233.178.101,172.16.46.135,443,49814,TCP,26,532.8846153846154,1305.6346622626772,60,4993,13855,1,2,1,1,0.166502,26.0,2,0.07692307692307693,0,0.0,0,0.0,0.006660118079999999,0.01332827460713321,26,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:40.430936098+00:00,68.67.160.132,172.16.46.135,443,56888,TCP,4,77.75,30.74390183434757,60,131,311,1,1,1,1,0.001538,4.0,0,0.0,0,0.0,0,0.0,0.0005126793333333333,0.0004247519017515466,4,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:47.309499979+00:00,68.67.179.113,172.16.46.135,443,39310,TCP,4,77.75,30.74390183434757,60,131,311,1,1,1,1,0.00051,4.0,0,0.0,0,0.0,0,0.0,0.0001703103333333333,0.00013066282299703904,4,normal_04.pcap,normal
2026-06-23T00:15:40+00:00,2026-06-23T00:15:48.661119938+00:00,98.82.156.107,172.16.46.135,443,33068,TCP,6,60.0,0.0,60,60,360,1,6,1,1,0.254864,6.0,0,0.0,0,0.0,0,0.0,0.0509729862,0.10173307308328551,6,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:50.069026947+00:00,108.138.50.149,172.16.46.135,443,45446,TCP,1,60.0,0.0,60,60,60,1,1,1,1,0.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:59.670485020+00:00,150.171.28.10,172.16.46.135,443,58712,TCP,2,60.0,0.0,60,60,120,1,2,1,1,2.048182,0.9764757233488038,0,0.0,0,0.0,0,0.0,2.048182011,0.0,1,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:59.124562979+00:00,172.16.46.1,224.0.0.251,5353,5353,UDP,7,189.71428571428572,35.94326595270579,160,246,1328,1,1,1,1,1.963324,3.5653819746511526,0,0.0,0,0.0,0,0.0,0.32722067833333335,0.2618008135004667,4,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:59.668965101+00:00,172.16.46.135,172.16.46.2,42300,443,UDP,94,671.9787234042553,1136.1501528231522,54,7354,63166,24,3,71,2,9.600196,9.7914667575537,0,0.0,0,0.0,0,0.0,0.10322791530107527,0.22555494884369975,26,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:59.248769045+00:00,172.16.46.2,172.16.46.135,53,35316,UDP,33,120.96969696969697,37.8845813751291,69,187,3992,1,33,1,1,8.090602,4.078806496722987,0,0.0,0,0.0,0,0.0,0.2528313175,0.6617747515935277,7,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:58.645441055+00:00,216.183.117.125,172.16.46.135,443,55678,TCP,1,60.0,0.0,60,60,60,1,1,1,1,0.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:59.157963037+00:00,216.19.192.2,172.16.46.135,443,40118,TCP,2,60.0,0.0,60,60,120,1,2,1,1,1.535727,1.302314799440265,0,0.0,0,0.0,0,0.0,1.535727977,0.0,1,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:53.318795919+00:00,23.60.178.143,172.16.46.135,443,45274,TCP,2,452.0,392.0,60,844,904,1,1,1,1,0.094657,2.0,0,0.0,0,0.0,0,0.0,0.094657898,0.0,2,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:57.622162104+00:00,3.231.143.29,172.16.46.135,443,41580,TCP,2,60.0,0.0,60,60,120,1,2,1,1,5.5e-05,2.0,0,0.0,0,0.0,0,0.0,5.5075e-05,0.0,2,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:59.158325911+00:00,3.233.158.111,172.16.46.135,443,35258,TCP,3,60.0,0.0,60,60,180,1,3,1,1,7.681118,0.3905681438561418,0,0.0,0,0.0,0,0.0,3.840559483,3.84040451,2,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:58.133569955+00:00,34.107.221.82,172.16.46.135,80,38428,TCP,1,60.0,0.0,60,60,60,1,1,1,1,0.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:57.583941936+00:00,44.215.132.93,172.16.46.135,443,42290,TCP,14,145.14285714285714,208.55655524268207,60,656,2032,1,2,1,1,6.860759,2.0405905527362207,0,0.0,0,0.0,0,0.0,0.5277506937692308,1.4304647687947978,7,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:57.560780048+00:00,91.189.91.113,172.16.46.135,4460,60822,TCP,1,60.0,0.0,60,60,60,1,1,1,1,0.0,1.0,0,0.0,1,1.0,0,0.0,0.0,0.0,1,normal_04.pcap,normal
2026-06-23T00:15:50+00:00,2026-06-23T00:15:59.158518076+00:00,98.82.156.107,172.16.46.135,443,33068,TCP,6,60.0,0.0,60,60,360,1,6,1,1,0.512966,6.0,0,0.0,0,0.0,0,0.0,0.1025932312,0.2047125417485314,4,normal_04.pcap,normal
2026-06-23T00:16:00+00:00,2026-06-23T00:16:00.181268930+00:00,108.138.50.149,172.16.46.135,443,45446,TCP,1,60.0,0.0,60,60,60,1,1,1,1,0.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,normal_04.pcap,normal
2026-06-23T00:16:00+00:00,2026-06-23T00:16:09.910914898+00:00,150.171.28.10,172.16.46.135,443,58712,TCP,2,60.0,0.0,60,60,120,1,2,1,1,2.047949,0.9765868193006759,0,0.0,0,0.0,0,0.0,2.047949791,0.0,1,normal_04.pcap,normal
2026-06-23T00:16:00+00:00,2026-06-23T00:16:04.226695061+00:00,172.16.46.1,224.0.0.251,5353,5353,UDP,2,310.0,0.0,310,310,620,1,1,1,1,4.001834,0.49977085506295366,0,0.0,0,0.0,0,0.0,4.001834154,0.0,1,normal_04.pcap,normal
2026-06-23T00:16:00+00:00,2026-06-23T00:16:09.909923077+00:00,172.16.46.135,172.16.46.2,35270,53,UDP,59,336.1864406779661,1098.6549168218487,54,7354,19835,11,3,52,2,9.729139,6.064257073519044,0,0.0,0,0.0,0,0.0,0.16774377741379312,0.36682173891652364,13,normal_04.pcap,normal
2026-06-23T00:16:00+00:00,2026-06-23T00:16:09.344604969+00:00,172.16.46.2,172.16.46.135,53,32790,UDP,30,127.46666666666667,41.66751999126205,72,197,3824,1,30,1,1,8.094058,3.7064226621553735,0,0.0,0,0.0,0,0.0,0.27910548244827593,0.688964937770202,7,normal_04.pcap,normal
2026-06-23T00:16:00+00:00,2026-06-23T00:16:08.886881113+00:00,216.183.117.125,172.16.46.135,443,55678,TCP,1,60.0,0.0,60,60,60,1,1,1,1,0.0,1.0,0,0.0,0,0.0,0,0.0,0.0,0.0,1,normal_04.pcap,normal
2026-06-23T00:16:00+00:00,2026-06-23T00:16:09.397536039+00:00,216.19.192.2,172.16.46.135,443,40118,TCP,2,60.0,0.0,60,60,120,1,2,1,1,1.5347680000000001,1.3031285510253015,0,0.0,0,0.0,0,0.0,1.534768104,0.0,1,normal_04.pcap,normal
2026-06-23T00:16:00+00:00,2026-06-23T00:16:07.862629890+00:00,3.231.143.29,172.16.46.135,443,41580,TCP,2,60.0,0.0,60,60,120,1,2,1,1,0.000349,2.0,0,0.0,0,0.0,0,0.0,0.000349998,0.0,2,normal_04.pcap,normal
